Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,
BUENOS AIRES,General Arenales,La Angelita,6294060,26,- 0,- 0,- 0,2,- 0,- 0,67,95,
BUENOS AIRES,General Arenales,La Trinidad,6294070,- 0,15,- 0,1,- 0,- 0,- 0,70,86,
BUENOS AIRES,General Belgrano,General Belgrano,6301010,553,1.507,5,2,3,1,- 0,894,2.965,
BUENOS AIRES,General Belgrano,Gorchs,6301020,- 0,- 0,- 0,- 0,- 0,1,- 0,27,28,
BUENOS AIRES,General Guido,General Guido,6308010,- 0,- 0,2,302,- 0,- 0,- 0,228,532,
BUENOS AIRES,General Guido,Labarden,6308020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,72,72,
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,6315010,503,486,8,1.415,- 0,1,- 0,- 0,2.413,
BUENOS AIRES,General La Madrid,General La Madrid,6322010,2.689,- 0,75,1.149,4,- 0,- 0,266,4.183,
BUENOS AIRES,General La Madrid,Las Martinetas,6322030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,16,16,
BUENOS AIRES,General Las Heras,General Las Heras  (Est. Las Heras),6329020,282,889,3,1.871,1,- 0,- 0,11,3.057,
BUENOS AIRES,General Las Heras,Lozano,6329020,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
BUENOS AIRES,General Las Heras,Villars,6329060,- 0,167,1,45,- 0,- 0,- 0,- 0,213,
BUENOS AIRES,General Lavalle,General Lavalle,6336020,- 0,358,- 0,4,- 0,1,- 0,69,432,
BUENOS AIRES,General Lavalle,OTROS,Sin datos,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
BUENOS AIRES,General Lavalle,Pavón,6336030,- 0,- 0,- 0,201,22,- 0,- 0,3,226,
BUENOS AIRES,General Lavalle,Chacras de San Clemente,6336020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
BUENOS AIRES,General Paz,Loma Verde,6343020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,152,152,
BUENOS AIRES,General Paz,Ranchos,6343030,1.240,- 0,11,201,66,- 0,- 0,1.160,2.678,
BUENOS AIRES,General Paz,Villanueva  (Ap. Río Salado),6343040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,134,134,
BUENOS AIRES,General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,141,- 0,- 0,- 0,- 0,- 0,- 0,112,253,
BUENOS AIRES,General Pinto,General Pinto,6351020,- 0,- 0,4,- 0,- 0,1,- 0,- 0,5,
BUENOS AIRES,General Pinto,Germania  (Est. Mayor José Orellano),6351030,1.112,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.112,
BUENOS AIRES,General Pinto,Villa Francia  (Est. Coronel Granada),6351040,- 0,- 0,- 0,332,- 0,2,- 0,- 0,334,
BUENOS AIRES,General Pueyrredón,Barrio Colinas Verdes,6351020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,46,46,
BUENOS AIRES,General Pueyrredón,Barrio El Boquerón,6357020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,74,74,
BUENOS AIRES,General Pueyrredón,Barrio El Casal,6357110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,72,72,
BUENOS AIRES,General Pueyrredón,Barrio El Coyunco,6357110,- 0,- 0,- 0,- 0,1,- 0,- 0,73,74,
BUENOS AIRES,General Pueyrredón,Barrio La Gloria,6357050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,324,324,
BUENOS AIRES,General Pueyrredón,Barrio Santa Paula,6357060,- 0,- 0,- 0,- 0,- 0,1,- 0,102,103,
BUENOS AIRES,General Pueyrredón,Batán,6357070,1.266,- 0,- 0,1.110,7,1,- 0,634,3.018,
BUENOS AIRES,General Pueyrredón,Chapadmalal,6357080,272,- 0,3,1.613,- 0,1,- 0,354,2.243,
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,6357100,249,- 0,- 0,19,- 0,1,- 0,208,477,
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,17.240,124.995,538,87.500,41,7,- 0,1.117,231.438,
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,6357120,505,- 0,3,1,- 0,- 0,- 0,256,765,
BUENOS AIRES,General Pueyrredón,Camet,Sin datos,1.226,- 0,- 0,377,- 0,- 0,- 0,254,1.857,
BUENOS AIRES,General Pueyrredón,El Marquesado,6357090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8,
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,1.774,10.090,21,2.745,4,1,- 0,504,15.139,
BUENOS AIRES,General Rodríguez,Barrio Ruta 24 Kilómetro 10,6364030,- 0,- 0,- 0,2,- 0,- 0,- 0,- 0,2,
BUENOS AIRES,General San Martín,Barrio Parque General San Martin,6371010,- 0,- 0,3,2.172,- 0,- 0,- 0,2,2.177,
BUENOS AIRES,General San Martín,Billinghurst,6371010,32,626,- 0,3.024,- 0,- 0,- 0,- 0,3.682,
BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,6371010,5.868,24.374,5,4.966,88,4,- 0,4,35.309,
BUENOS AIRES,General San Martín,OTROS,Sin datos,11,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,
BUENOS AIRES,General San Martín,Va Ma Irene De Los Remedios De Escalada,6371010,- 0,90,- 0,- 0,- 0,- 0,- 0,- 0,90,
BUENOS AIRES,General San Martín,Villa Ayacucho,6371010,- 0,179,- 0,422,- 0,- 0,- 0,- 0,601,
BUENOS AIRES,General San Martín,Villa Ballester,6371010,3.305,22.675,1,6.433,32,- 0,- 0,347,32.793,
BUENOS AIRES,General San Martín,Villa Bernardo Monteagudo,6371010,- 0,585,- 0,820,- 0,- 0,- 0,- 0,1.405,
BUENOS AIRES,General San Martín,Villa Chacabuco,6371010,- 0,635,- 0,16,- 0,- 0,- 0,- 0,651,
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010,- 0,1.374,- 0,1.642,- 0,- 0,- 0,- 0,3.016,
BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,6371010,- 0,547,- 0,601,- 0,- 0,- 0,- 0,1.148,
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,6371010,- 0,2.746,- 0,1.909,- 0,- 0,- 0,- 0,4.655,
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,6371010,- 0,1.486,- 0,1.659,- 0,- 0,- 0,- 0,3.145,
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,6371010,- 0,623,- 0,814,- 0,- 0,- 0,- 0,1.437,
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6371010,- 0,751,- 0,931,- 0,- 0,- 0,- 0,1.682,
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010,- 0,734,- 0,2.178,- 0,- 0,- 0,382,3.294,
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,6371010,- 0,1.110,- 0,1.677,- 0,- 0,- 0,- 0,2.787,
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010,3.054,3.599,- 0,594,16,- 0,- 0,1.331,8.594,
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,6371010,- 0,1.237,- 0,2.096,- 0,- 0,- 0,- 0,3.333,
BUENOS AIRES,General San Martín,Villa Libertad,6371010,- 0,1.302,- 0,1.979,- 0,- 0,- 0,- 0,3.281,
BUENOS AIRES,General San Martín,Villa Lynch,6371010,361,2.074,2,16,2,- 0,- 0,- 0,2.455,
BUENOS AIRES,General San Martín,Villa Maipu,6371010,241,1.605,- 0,2.467,- 0,- 0,- 0,545,4.858,
BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,6371010,- 0,612,- 0,1.013,- 0,- 0,- 0,- 0,1.625,
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,6371010,- 0,201,- 0,291,- 0,- 0,- 0,- 0,492,
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,6371010,- 0,154,- 0,305,32,- 0,- 0,- 0,491,
BUENOS AIRES,General San Martín,Villa San Andrés,6371010,1.456,5.824,- 0,974,20,- 0,- 0,586,8.860,
BUENOS AIRES,General San Martín,Villa Yapeyú,6371010,- 0,313,- 0,400,- 0,- 0,- 0,- 0,713,
BUENOS AIRES,General Viamonte,Baigorrita,6385010,562,- 0,- 0,- 0,- 0,- 0,- 0,61,623,
BUENOS AIRES,General Viamonte,Los Toldos,6385030,271,- 0,1,4.159,- 0,- 0,- 0,57,4.488,
BUENOS AIRES,General Viamonte,Zavalía,6385050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,27,27,
BUENOS AIRES,General Viamonte,La Delfina,6385020,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
BUENOS AIRES,General Villegas,Banderaló,6392010,- 0,- 0,- 0,- 0,250,1,- 0,- 0,251,
BUENOS AIRES,General Villegas,Cañada Seca,6392020,- 0,- 0,- 0,- 0,200,- 0,- 0,- 0,200,
BUENOS AIRES,General Villegas,Coronel Charlone,6392030,317,- 0,- 0,60,- 0,1,- 0,- 0,378,
BUENOS AIRES,General Villegas,Emilio V. Bunge,6392040,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
BUENOS AIRES,General Villegas,General Villegas  (Est. Villegas),6392050,534,2.896,- 0,- 0,- 0,1,- 0,46,3.477,
BUENOS AIRES,General Villegas,Piedritas,6392080,368,- 0,- 0,189,- 0,1,- 0,58,616,
BUENOS AIRES,General Villegas,Santa Regina,6392100,- 0,75,- 0,- 0,- 0,- 0,- 0,- 0,75,
BUENOS AIRES,General Villegas,Pichincha,6392070,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
BUENOS AIRES,Guaminí,Casbas,6399020,- 0,- 0,1,- 0,- 0,- 0,- 0,125,126,
BUENOS AIRES,Guaminí,Guaminí,6399040,- 0,- 0,- 0,75,- 0,- 0,- 0,345,420,
BUENOS AIRES,Guaminí,Laguna Alsina  (Est. Bonifacio),6399050,198,- 0,- 0,- 0,- 0,- 0,- 0,247,445,
BUENOS AIRES,Guaminí,Arroyo Venado,6399010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,44,44,
BUENOS AIRES,Guaminí,Garré,6399030,- 0,- 0,- 0,271,- 0,- 0,- 0,- 0,271,
BUENOS AIRES,Hipólito Yrigoyen,Henderson,6406010,121,- 0,1,- 0,- 0,- 0,- 0,810,932,
BUENOS AIRES,Hurlingham,Hurlingham,6408010,829,14.888,58,15.128,12,- 0,- 0,288,31.203,
BUENOS AIRES,Hurlingham,Villa Santos Tesei,6408010,213,7.177,27,12.315,1,- 0,- 0,64,19.797,
BUENOS AIRES,Hurlingham,William C. Morris,6408010,- 0,9,- 0,22,- 0,- 0,- 0,342,373,
BUENOS AIRES,Ituzaingó,Ituzaingó Centro,6410010,594,26.170,123,21.281,- 0,3,- 0,199,48.370,
BUENOS AIRES,Ituzaingó,Ituzaingó Sur,6410010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,30,30,
BUENOS AIRES,Ituzaingó,OTROS,Sin datos,2,- 0,- 0,2,- 0,- 0,- 0,- 0,4,
BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,6410010,30,8.663,9,3.123,- 0,- 0,- 0,328,12.153,
BUENOS AIRES,José C. Paz,Del Viso,6412010,- 0,152,- 0,- 0,- 0,- 0,- 0,- 0,152,
BUENOS AIRES,José C. Paz,José C Paz,6412010,2.475,25.556,85,11.686,398,2,- 0,103,40.305,
BUENOS AIRES,José C. Paz,Tortuguitas,6412010,- 0,1.044,- 0,- 0,- 0,- 0,- 0,- 0,1.044,
BUENOS AIRES,Junín,Agustín Roca,6413010,- 0,- 0,- 0,89,- 0,- 0,- 0,215,304,
BUENOS AIRES,Junín,Agustina,6413020,- 0,- 0,- 0,8,- 0,- 0,- 0,- 0,8,
BUENOS AIRES,Junín,Balneario Laguna de Gómez,6413030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8,
BUENOS AIRES,Junín,Fortín Tiburcio,6413040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,69,69,
BUENOS AIRES,Junín,Junín,6413050,3.545,18.156,88,2.410,3,1,- 0,8.310,32.513,
BUENOS AIRES,Junín,Laplacette,6413060,- 0,- 0,- 0,1,- 0,- 0,16,- 0,17,
BUENOS AIRES,Junín,Morse,6413070,- 0,61,- 0,254,- 0,- 0,- 0,110,425,
BUENOS AIRES,Junín,Saforcada,6413080,- 0,- 0,- 0,- 0,1,- 0,- 0,75,76,
BUENOS AIRES,La Costa,Las Toninas,6420010,470,1.076,2,60,401,- 0,- 0,26,2.035,
BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,6420020,1.790,4.326,33,8.971,891,- 0,- 0,1,16.012,
BUENOS AIRES,La Costa,San Clemente del Tuyú,6420030,1.775,3.140,5,359,- 0,- 0,- 0,40,5.319,
BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,6420040,4.114,7.654,17,185,6,- 0,- 0,201,12.177,
BUENOS AIRES,La Costa,Aguas Verdes,Sin datos,29,- 0,- 0,137,- 0,- 0,- 0,1,167,
BUENOS AIRES,La Costa,Lucila Del Mar,Sin datos,153,943,- 0,1.452,173,- 0,- 0,1,2.722,
BUENOS AIRES,La Matanza,20 De Junio,6427010,125,664,4,- 0,- 0,- 0,- 0,1,794,
BUENOS AIRES,La Matanza,Aldo Bonzi,6427010,8,3.145,- 0,- 0,1,- 0,- 0,1,3.155,
BUENOS AIRES,La Matanza,Ciudad Evita,6427010,440,9.698,27,3.158,31,- 0,- 0,99,13.453,
BUENOS AIRES,La Matanza,Gonzalez Catán,6427010,222,30.594,28,16.215,6,7,- 0,1.373,48.445,
BUENOS AIRES,La Matanza,Gregorio De Laferrere,6427010,174,26.109,16,19.122,14,- 0,- 0,1.287,46.722,
BUENOS AIRES,La Matanza,Isidro Casanova,6427010,363,21.213,34,25.819,26,- 0,- 0,231,47.686,
BUENOS AIRES,La Matanza,La Tablada,6427010,475,15.233,2,10,7,- 0,- 0,933,16.660,
BUENOS AIRES,La Matanza,Lomas Del Mirador,6427010,689,12.684,11,7,13,- 0,- 0,65,13.469,
BUENOS AIRES,La Matanza,Rafael Castillo,6427010,70,14.226,11,9.083,7,- 0,- 0,270,23.667,
BUENOS AIRES,La Matanza,Ramos Mejía,6427010,910,36.639,81,7.534,18,2,- 0,19,45.203,
BUENOS AIRES,La Matanza,San Justo,6427010,946,24.466,105,12.842,11,1,- 0,857,39.228,
BUENOS AIRES,La Matanza,Tapiales,6427010,1.014,4.961,27,7.524,14,1,- 0,1,13.542,
BUENOS AIRES,La Matanza,Villa  Eduardo Madero,6427010,281,15.748,51,11.384,26,- 0,- 0,168,27.658,
BUENOS AIRES,La Matanza,Villa Luzuriaga,6427010,363,16.777,1,35,1,- 0,- 0,114,17.291,
BUENOS AIRES,La Matanza,Virrey Del Pino,6427010,4.526,18.091,- 0,1.097,- 0,- 0,- 0,367,24.081,
BUENOS AIRES,La Plata,Abasto,6441030,376,581,- 0,3.169,- 0,- 0,- 0,5,4.131,
BUENOS AIRES,La Plata,Angel Etcheverry,6441030,- 0,631,- 0,- 0,- 0,- 0,- 0,- 0,631,
BUENOS AIRES,La Plata,Arturo Segui,6441030,- 0,47,- 0,- 0,- 0,- 0,- 0,- 0,47,
BUENOS AIRES,La Plata,Barrio El Peligro,6441030,466,- 0,- 0,- 0,- 0,- 0,- 0,- 0,466,
BUENOS AIRES,La Plata,City Bell,6441030,- 0,3.077,- 0,124,- 0,- 0,- 0,145,3.346,
BUENOS AIRES,La Plata,colonia la plata,6441030,63,- 0,- 0,- 0,- 0,- 0,- 0,- 0,63,
BUENOS AIRES,La Plata,Ignacio Correas,6441020,- 0,- 0,- 0,- 0,2,- 0,- 0,46,48,
BUENOS AIRES,La Plata,Joaquin Gorina,6441030,- 0,231,- 0,2,- 0,- 0,- 0,- 0,233,
BUENOS AIRES,La Plata,Jose Hernandez,6441030,- 0,32,- 0,- 0,- 0,- 0,- 0,- 0,32,
BUENOS AIRES,La Plata,Jose Melchor Romero,6441030,- 0,965,- 0,- 0,- 0,- 0,- 0,- 0,965,
BUENOS AIRES,La Plata,La Cumbre,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,145,145,
BUENOS AIRES,La Plata,La Plata,6441030,13.604,162.633,548,37.212,280,9,- 0,3.241,217.527,
BUENOS AIRES,La Plata,Lisandro Olmos,6441030,- 0,2.363,- 0,- 0,- 0,- 0,- 0,- 0,2.363,
BUENOS AIRES,La Plata,Los Hornos,6441030,- 0,3.470,- 0,338,- 0,- 0,- 0,145,3.953,
BUENOS AIRES,La Plata,Manuel B Gonnet,6441030,- 0,1.476,- 0,42,- 0,- 0,- 0,- 0,1.518,
BUENOS AIRES,La Plata,OTROS,Sin datos,- 0,22,- 0,9,- 0,- 0,- 0,- 0,31,
BUENOS AIRES,La Plata,Ringuelet,6441030,- 0,999,- 0,87,- 0,- 0,- 0,- 0,1.086,
BUENOS AIRES,La Plata,Tolosa,6441030,- 0,3.658,- 0,194,- 0,- 0,- 0,- 0,3.852,
BUENOS AIRES,La Plata,Villa Elisa,6441030,- 0,3.463,- 0,135,- 0,- 0,- 0,145,3.743,
BUENOS AIRES,La Plata,Villa Elvira,6441030,- 0,3.958,- 0,156,- 0,- 0,- 0,1.068,5.182,
BUENOS AIRES,La Plata,ruta del sol,6441050,292,- 0,- 0,- 0,- 0,- 0,- 0,- 0,292,
BUENOS AIRES,La Plata,El Retiro,6441030,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
BUENOS AIRES,La Plata,Transradio,6441030,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
BUENOS AIRES,La Plata,Arana,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,129,129,
BUENOS AIRES,La Plata,Villa Garibaldi,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,904,904,
BUENOS AIRES,La Plata,Villa Parque Sicardi,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.094,1.094,
BUENOS AIRES,La Plata,Barrio El Carmen Oeste,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,145,145,
BUENOS AIRES,La Plata,Barrio Gambier,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,145,145,
BUENOS AIRES,La Plata,Villa Montoro,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,145,145,
BUENOS AIRES,Lanús,Gerli,6434010,65,6.503,16,5.362,3,- 0,- 0,- 0,11.949,
BUENOS AIRES,Lanús,Lanús Este,6434010,707,27.231,85,13.625,- 0,1,- 0,115,41.764,
BUENOS AIRES,Lanús,Lanús Oeste,6434010,- 0,12.618,1,12.281,- 0,- 0,- 0,364,25.264,
BUENOS AIRES,Lanús,Monte Chingolo,6434010,135,10.539,47,15.415,24,- 0,- 0,- 0,26.160,
BUENOS AIRES,Lanús,Remedios Escalada De San Martin,6434010,158,14.635,22,5.019,- 0,- 0,- 0,344,20.178,
BUENOS AIRES,Lanús,Valentín Alsina,6434010,356,7.338,81,11.223,13,- 0,- 0,3,19.014,
BUENOS AIRES,Laprida,Laprida,6448010,- 0,22,- 0,2.716,- 0,- 0,- 0,- 0,2.738,
BUENOS AIRES,Laprida,Pueblo Nuevo,6448020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8,
BUENOS AIRES,Laprida,Pueblo San Jorge,6448030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,117,117,
BUENOS AIRES,Las Flores,Las Flores,6455030,2.125,- 0,- 0,2.283,- 0,- 0,- 0,811,5.219,
BUENOS AIRES,Las Flores,Coronel Boerr,6455010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3,
BUENOS AIRES,Las Flores,El Trigo,6455020,- 0,- 0,- 0,1,- 0,1,- 0,3,5,
BUENOS AIRES,Las Flores,Pardo,6455040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,4,4,
BUENOS AIRES,Leandro N. Alem,Alberdi Viejo,6462010,2,- 0,- 0,- 0,2,- 0,- 0,2,6,
BUENOS AIRES,Leandro N. Alem,El Dorado,6462020,- 0,- 0,- 0,11,- 0,1,- 0,136,148,
BUENOS AIRES,Leandro N. Alem,Fortín Acha,6462030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,39,39,
BUENOS AIRES,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),6462040,252,457,- 0,396,- 0,- 0,- 0,8,1.113,
BUENOS AIRES,Leandro N. Alem,Leandro N. Alem,6462050,- 0,201,- 0,- 0,- 0,- 0,- 0,55,256,
BUENOS AIRES,Leandro N. Alem,Vedia,6462060,972,- 0,- 0,534,44,1,- 0,1.201,2.752,
BUENOS AIRES,Lincoln,Bayauca,6469020,- 0,- 0,- 0,- 0,1,- 0,- 0,25,26,
BUENOS AIRES,Lincoln,Coronel Martínez de Hoz  (Ap. Kilómetro 322),6469050,249,- 0,- 0,- 0,- 0,- 0,- 0,- 0,249,
BUENOS AIRES,Lincoln,El Triunfo,6469060,- 0,- 0,1,10,- 0,- 0,- 0,- 0,11,
BUENOS AIRES,Lincoln,Las Toscas,6469070,330,- 0,- 0,- 0,- 0,- 0,- 0,- 0,330,
BUENOS AIRES,Lincoln,Lincoln,6469080,877,8.366,40,19,1,- 0,- 0,- 0,9.303,
BUENOS AIRES,Lincoln,Pasteur,6469090,- 0,- 0,- 0,- 0,- 0,2,- 0,468,470,
BUENOS AIRES,Lincoln,Roberts,6469100,- 0,- 0,1,699,- 0,- 0,- 0,- 0,700,
BUENOS AIRES,Lincoln,Arenaza,6469010,117,- 0,- 0,- 0,- 0,- 0,- 0,- 0,117,
BUENOS AIRES,Lincoln,Carlos Salas,6469040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,123,123,
BUENOS AIRES,Lobería,Lobería,6476030,782,- 0,8,904,15,- 0,- 0,716,2.425,
BUENOS AIRES,Lobería,San Manuel,6476050,31,- 0,- 0,270,- 0,1,- 0,144,446,
BUENOS AIRES,Lobería,Arenas Verdes,6476010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,11,
BUENOS AIRES,Lobería,Licenciado Matienzo,6476020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
BUENOS AIRES,Lobería,Pieres,6476040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7,
BUENOS AIRES,Lobería,Tamangueyú,6476060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,28,28,
BUENOS AIRES,Lobos,Antonio Carboni,6483010,4,- 0,1,175,156,- 0,- 0,- 0,336,
BUENOS AIRES,Lobos,Elvira,6483020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,92,92,
BUENOS AIRES,Lobos,Lobos,6483040,793,2.152,11,4.744,- 0,- 0,- 0,1,7.701,
BUENOS AIRES,Lobos,Salvador María,6483050,87,- 0,- 0,446,- 0,- 0,- 0,214,747,
BUENOS AIRES,Lomas De Zamora,Banfield,6490010,394,53.846,80,9.306,101,1,- 0,- 0,63.728,
BUENOS AIRES,Lomas De Zamora,Llavallol,6490010,277,6.929,35,6.991,3,- 0,- 0,1,14.236,
BUENOS AIRES,Lomas De Zamora,Lomas De Zamora,6490010,742,34.245,113,11.061,192,2,- 0,2.332,48.687,
BUENOS AIRES,Lomas De Zamora,Temperley,6490010,128,24.930,19,8.962,50,2,- 0,- 0,34.091,
BUENOS AIRES,Lomas De Zamora,Turdera,6490010,57,2.314,21,6.225,1,- 0,- 0,- 0,8.618,
BUENOS AIRES,Lomas De Zamora,Villa Centenario,6490010,- 0,42,- 0,167,- 0,- 0,- 0,300,509,
BUENOS AIRES,Lomas De Zamora,Villa Fiorito,6490010,- 0,158,- 0,245,- 0,- 0,- 0,666,1.069,
BUENOS AIRES,Luján,Barrio Las Casuarinas,6497060,24,- 0,- 0,102,- 0,- 0,- 0,25,151,
BUENOS AIRES,Luján,Carlos Keen,6497020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,20,20,
BUENOS AIRES,Luján,Cortines,6497060,83,- 0,- 0,357,- 0,- 0,- 0,41,481,
BUENOS AIRES,Luján,José María Jáuregui (Est. Jáuregui),6497060,487,951,- 0,2.094,- 0,- 0,- 0,20,3.552,
BUENOS AIRES,Luján,Lezica y Torrezuri,6497060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,38,38,
BUENOS AIRES,Luján,Luján,6497060,2.615,12.756,37,8.699,- 0,1,- 0,2.755,26.863,
BUENOS AIRES,Luján,Olivera,6497070,- 0,- 0,- 0,5,- 0,- 0,- 0,42,47,
BUENOS AIRES,Luján,Open Door  (Est. Dr. Domingo Cabred),6497060,355,- 0,4,2,- 0,- 0,- 0,49,410,
BUENOS AIRES,Luján,OTROS,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,42,42,
BUENOS AIRES,Luján,Torres,6497090,151,- 0,- 0,- 0,- 0,- 0,- 0,21,172,
BUENOS AIRES,Magdalena,General Mansilla  (Est. Bartolomé Bavio),6505020,- 0,544,- 0,409,- 0,- 0,- 0,- 0,953,
BUENOS AIRES,Magdalena,Magdalena,6505040,728,2.980,1,- 0,- 0,- 0,437,3,4.149,
BUENOS AIRES,Magdalena,Vieytes,6505060,- 0,- 0,- 0,29,- 0,- 0,- 0,84,113,
BUENOS AIRES,Magdalena,Atalaya,6505010,- 0,- 0,- 0,353,- 0,- 0,- 0,- 0,353,
BUENOS AIRES,Magdalena,Los Naranjos,6505030,- 0,- 0,- 0,46,- 0,- 0,- 0,- 0,46,
BUENOS AIRES,Magdalena,Roberto J. Payró,6505050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,32,32,
BUENOS AIRES,Maipú,Las Armas,6511010,85,- 0,- 0,- 0,- 0,- 0,- 0,54,139,
BUENOS AIRES,Maipú,Maipú,6511020,670,- 0,8,- 0,1.100,- 0,- 0,20,1.798,
BUENOS AIRES,Maipú,Santo Domingo,6511030,- 0,- 0,- 0,- 0,- 0,1,- 0,7,8,
BUENOS AIRES,Malvinas Argentinas,Area De Promocion El Triángulo,6515010,101,- 0,- 0,114,- 0,- 0,- 0,- 0,215,
BUENOS AIRES,Malvinas Argentinas,Grand Bourg,6515010,3.582,5.723,- 0,5.342,1,- 0,- 0,- 0,14.648,
BUENOS AIRES,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,6515010,665,2.811,- 0,2,1,- 0,- 0,110,3.589,
BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogués,6515010,1.114,2.901,3,687,3,- 0,- 0,1,4.709,
BUENOS AIRES,Malvinas Argentinas,Los Polvorines,6515010,330,6.005,23,5.985,5,1,- 0,1,12.350,
BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,6515010,- 0,67,- 0,1,- 0,- 0,- 0,14,82,
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,6515010,1.620,2.559,1,54,4.170,- 0,- 0,- 0,8.404,
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,6515010,40,3.208,3,2.484,5,- 0,- 0,22,5.762,
BUENOS AIRES,Mar Chiquita,Coronel Vidal,6518010,3,1.508,- 0,242,- 0,- 0,- 0,165,1.918,
BUENOS AIRES,Mar Chiquita,General Pirán,6518020,- 0,- 0,1,712,- 0,- 0,- 0,75,788,
BUENOS AIRES,Mar Chiquita,La Armonía,6518030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,106,106,
BUENOS AIRES,Mar Chiquita,Mar de Cobo,6518050,185,- 0,1,1.142,- 0,- 0,- 0,- 0,1.328,
